"","gene","logFC","p"
"230","Rv0197",-2.36095747406288,2.48026637970385e-07
"1670","Rv0198c",-0.412632441516525,0.000441494633755486
"1306","Rv0199",-0.584468476263129,9.5058639878685e-05
"2631","Rv0200",-0.256434597791579,0.0218189557110052
"779","Rv0204c",-0.890638622906647,8.49583541883226e-06
"1188","Rv0205",-0.906611729831098,5.223152237343e-05
"825","Rv0207c",0.617600893725925,1.08808519382741e-05
"1999","Rv0208c",0.384960026620043,0.00177893555132247
"2763","Rv0210",0.241939627823148,0.0392421262291872
"439","Rv0211",1.20509769807489,1.01406549796873e-06
"1904","Rv0213c",-0.627987285264227,0.00116806568726528
"1132","Rv0214",-0.816440514510673,4.0873181416503e-05
"1569","Rv0217c",-0.539276116965095,0.000307318613185861
"2500","Rv0219",0.632223054191694,0.0134406984257719
"692","Rv0220",0.673672995611799,5.05668016094708e-06
"2029","Rv0222",-0.335528776406145,0.00212510812284758
"71","Rv0223c",2.9924163185837,1.04185990200942e-08
"2619","Rv0224c",-0.382155057526755,0.0205158679438376
"627","Rv0225",-1.1915357154456,3.59507946612868e-06
"1635","Rv0226c",-0.592720663390266,0.000368396257951211
"2501","Rv0227c",0.21300969098031,0.0136411007141995
"770","Rv0228",-0.87565853065134,8.1068024737965e-06
"1084","Rv0229c",-0.635952864639992,3.22331902937684e-05
"1519","Rv0231",0.539364024569185,0.000226528808773906
"821","Rv0232",0.821165965037841,1.07363011608248e-05
"121","Rv0233",1.57191492503285,3.73654796887506e-08
"1072","Rv0234c",-0.604640392038141,3.02905170531132e-05
"1115","Rv0235c",-0.731999912349452,3.80704709819336e-05
"470","Rv0236c",-0.879933226888076,1.23064178110312e-06
"261","Rv0237",-1.14131620629768,3.27642684698516e-07
"1791","Rv0238",0.367772906981129,0.000733736384593818
"1760","Rv0239",0.590533826755969,0.000644323212585852
"1193","Rv0240",-0.780817404955348,5.3826498780436e-05
"908","Rv0241c",0.724336006714434,1.6059273495368e-05
"1457","Rv0242c",0.453228851609575,0.000169622159447055
"1172","Rv0244c",-0.691926515556663,4.96325366462438e-05
"2247","Rv0245",0.58958796364793,0.00461186871967773
"1187","Rv0246",2.34871500184899,5.17495255328033e-05
"1673","Rv0247c",0.776315859724632,0.000444124934290351
"1552","Rv0248c",-0.436268314480094,0.000279427650843668
"2254","Rv0249c",-0.325090159714606,0.00470429942853256
"357","Rv0250c",1.16619150817908,6.35614522961183e-07
"38","Rv0251c",3.2145180989189,3.85086054551267e-09
"2014","Rv0252",0.472302080935764,0.00198971175879224
"859","Rv0253",1.28695875357731,1.31843675973114e-05
"1783","Rv0254c",2.27698012543969,0.000699740384520474
"1815","Rv0256c",0.420647683839913,0.000840989249083196
"1645","Rv0257",0.790145053910697,0.000383994960482288
"2489","Rv0258c",0.430635049912131,0.0127988783874922
"2736","Rv0259c",-0.792242443052469,0.0333358851948608
"1856","Rv0261c",-1.05789585357281,0.000959723539776351
"2278","Rv0263c",0.301261654241003,0.00515360169237705
"2158","Rv0265c",-0.31276905498501,0.00339075591798859
"1875","Rv0268c",0.707965486689702,0.00101701455572659
"171","Rv0270",1.26883582866265,1.16480697180213e-07
"1190","Rv0271c",0.686017664158338,5.30043523635866e-05
"606","Rv0272c",0.902399453297475,3.17580276170143e-06
"2337","Rv0273c",0.380195641600222,0.00670523269654728
"1489","Rv0274",0.72095344726926,0.000195475251666147
"1629","Rv0275c",0.496257172217637,0.000364664657684238
"398","Rv0276",1.07299346900586,8.17887118393129e-07
"755","Rv0277A",0.933834855827858,7.5912247672295e-06
"136","Rv0280",-1.54921959001626,4.7707886760298e-08
"621","Rv0281",-0.919359339114406,3.43077918994156e-06
"613","Rv0282",-0.649575116184741,3.28562438159514e-06
"195","Rv0283",-1.01749275756237,1.6381605784681e-07
"979","Rv0284",-0.497138646117911,2.10136010783376e-05
"946","Rv0287",0.922155825787234,1.80676292551927e-05
"1392","Rv0288",0.552065291696987,0.000132609258306396
"1742","Rv0289",0.393011928419771,0.000581221800923442
"1667","Rv0291",1.11512950206948,0.000436894187316105
"2145","Rv0293c",-0.355073782300345,0.00321330766090754
"1184","Rv0295c",-0.547873423889845,5.15184465833157e-05
"2148","Rv0296c",-0.339072178389735,0.00327502987017543
"471","Rv0297",1.08443809794439,1.2461830632463e-06
"2496","Rv0298",0.279008688737336,0.0131289867636981
"2218","Rv0300",-0.333175177754796,0.00422303325356686
"1304","Rv0301",-0.662332513392221,9.38441913283996e-05
"1718","Rv0302",1.28017043826888,0.000516482304273228
"1522","Rv0304c",-0.952719988278566,0.000227700256607503
"524","Rv0305c",1.1187483237358,1.99580142600699e-06
"396","Rv0307c",1.38739931362033,8.15937346662327e-07
"697","Rv0308",0.64308201353506,5.0741342716716e-06
"2598","Rv0309",0.23705236101219,0.0193434220541826
"2110","Rv0310c",-0.570509738171154,0.00278723376547198
"1794","Rv0311",0.600806483088715,0.000764397979639275
"1398","Rv0312",-0.529618282814648,0.000135177014363028
"674","Rv0314c",0.853069144831337,4.69352304450517e-06
"634","Rv0315",-0.831413694012647,3.77012362029431e-06
"1723","Rv0316",-0.770316774766473,0.000525422815134231
"2633","Rv0318c",0.414749668329788,0.0220283044357584
"1945","Rv0319",-0.446800767028662,0.00136748835615411
"478","Rv0320",-2.12758657853846,1.3790874939501e-06
"991","Rv0323c",2.47930789352632,2.15970886547927e-05
"2342","Rv0324",0.526285293029352,0.00681333931672718
"2463","Rv0325",0.756519608966829,0.0118446816036066
"2770","Rv0329c",-0.72824958194373,0.0419997544113354
"1066","Rv0331",1.05829560551249,2.98140124407787e-05
"2693","Rv0333",0.216203316183122,0.0293634933630721
"1287","Rv0334",0.722079004092499,8.71335971048258e-05
"2737","Rv0336",-0.773173833952775,0.0337187728666198
"399","Rv0337c",-1.0658669892363,8.17887118393129e-07
"930","Rv0339c",-0.850308419832137,1.71567096491286e-05
"1720","Rv0340",0.628999771031723,0.000518696049834599
"1298","Rv0343",-0.558342802869724,9.0395004972014e-05
"2452","Rv0346c",0.264227485380731,0.0111705118540842
"179","Rv0347",1.72400813914704,1.26568367515549e-07
"601","Rv0348",2.36507282151973,3.09214313540903e-06
"2297","Rv0349",0.565796861206282,0.00562838159274072
"1285","Rv0351",-0.625369171963849,8.55336861458669e-05
"2117","Rv0352",-0.281406975026004,0.00286740816822202
"2617","Rv0356c",-0.488370642799864,0.0203222915953585
"2777","Rv0357c",0.445933562102306,0.0441140418591369
"2328","Rv0359",-0.604512689417629,0.00648182333212565
"664","Rv0360c",1.33241367080874,4.40364880734423e-06
"1722","Rv0361",0.541317912111184,0.000525422815134231
"1075","Rv0362",-1.37610927481272,3.06471210082501e-05
"887","Rv0363c",0.755969289244884,1.4903170995113e-05
"2183","Rv0364",0.524031692318077,0.0035847608967935
"2176","Rv0366c",-0.825443517118899,0.00351371591167685
"1978","Rv0367c",0.5179187766346,0.00163752973055961
"1394","Rv0370c",-1.83676435858349,0.000132922117591607
"927","Rv0373c",2.52592212407287,1.70345049585813e-05
"2716","Rv0374c",1.00497106176865,0.0316403855599665
"2618","Rv0376c",0.374744368991021,0.0205044170990716
"840","Rv0377",0.885683930906766,1.20188361954478e-05
"2568","Rv0379",0.396106622039262,0.017591521822302
"2325","Rv0380c",-0.44021629543524,0.00630829036992861
"1303","Rv0381c",-0.626625359341118,9.34417957870834e-05
"575","Rv0382c",-0.858189807051169,2.61107870614539e-06
"2717","Rv0383c",-0.151457224410061,0.0317504525931184
"1020","Rv0384c",0.643676371947481,2.47908321008901e-05
"2090","Rv0385",0.764361001739302,0.00261118287888905
"636","Rv0386",-1.24822891564928,3.903688708214e-06
"1790","Rv0387c",-0.622655780022706,0.000733736384593818
"672","Rv0390",-1.11916491176941,4.64743974008523e-06
"1027","Rv0391",-0.956280076004484,2.59423688979512e-05
"2751","Rv0394c",-0.200614307204396,0.0363021135214447
"291","Rv0397A",1.68773010835239,3.95949622611343e-07
"1852","Rv0398c",0.526696696552515,0.000947277893131326
