"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","DE_index"
"Rv1361c",-2.1409920419138,7.14345747703874,-18.9212976174702,8.33283322733113e-09,1.65083629702688e-07,10.652593471548,"Rv1361c",52
"Rv0018c",-1.09777406563491,7.77349060703385,-18.9103950611864,8.37708088939018e-09,1.65117792352802e-07,10.5594895942238,"Rv0018c",52
"Rv3419c",-1.33251783609994,6.60076723184115,-18.8782089635637,8.50922713662636e-09,1.66875398846061e-07,10.6454101625084,"Rv3419c",52
"Rv3418c",-1.85271478133012,5.37976943230463,-18.856774423594,8.59850650707591e-09,1.67031237946591e-07,10.8109708102136,"Rv3418c",52
"Rv1614",-1.25798974506064,8.70068313908203,-18.8423727119311,8.65907320160442e-09,1.67031237946591e-07,10.4924048218974,"Rv1614",52
"Rv2069",-2.08358625442655,5.84128574205418,-18.8396930334745,8.67039452125965e-09,1.67031237946591e-07,10.7585847847069,"Rv2069",52
"Rv0513",-1.12555033912681,7.42658839665275,-18.8352415298359,8.68923771960116e-09,1.67031237946591e-07,10.5419618360963,"Rv0513",52
"Rv3538",2.41922025210447,4.66225084289495,18.7708502804686,8.9669224983805e-09,1.70878789484023e-07,10.8207930084183,"Rv3538",52
"Rv1607",-1.60384133067958,5.87026731057157,-18.7684622565252,8.9774074310432e-09,1.70878789484023e-07,10.6850488927033,"Rv1607",52
"Rv2948c",-1.09088671498524,8.53591695709272,-18.728679016151,9.15408642188831e-09,1.73391793054597e-07,10.4341073235624,"Rv2948c",52
"Rv2158c",1.40982173230223,8.67913494717299,18.7169686587183,9.20682110206509e-09,1.73544108443295e-07,10.4135353939428,"Rv2158c",52
"Rv0174",0.992815893791384,9.42413322388756,18.6901463885315,9.32887658182843e-09,1.74995303223381e-07,10.4000192191176,"Rv0174",52
"Rv0686",1.32119472783816,7.19142234548667,18.6482048041308,9.52332823956704e-09,1.77784055549225e-07,10.4447708115355,"Rv0686",52
"Rv3320c",-1.5929406495085,5.34012498700776,-18.6317468339877,9.60085003179741e-09,1.78373687432868e-07,10.6895532483931,"Rv3320c",52
"Rv3248c",-1.50631496411107,9.59590562266212,-18.5925899126875,9.78810522723071e-09,1.80986726653985e-07,10.3553240643887,"Rv3248c",52
"Rv0738",1.87613481213222,5.85338812216399,18.5175384550074,1.01583855115461e-08,1.86943179816747e-07,10.5220052019789,"Rv0738",52
"Rv1904",1.79605432481975,7.45675196402064,18.4905203460449,1.02954470420613e-08,1.88323735778831e-07,10.345968163975,"Rv1904",52
"Rv0655",1.16291525608843,10.2769469097365,18.4836931527602,1.03304032245405e-08,1.88323735778831e-07,10.3014438608774,"Rv0655",52
"Rv2376c",1.12102809440194,8.38724199541061,18.431080708693,1.06042225514365e-08,1.91659986357279e-07,10.2613315248194,"Rv2376c",52
"Rv3276c",-1.55124501309993,6.57450306892365,-18.4295838793828,1.06121290411576e-08,1.91659986357279e-07,10.4154712551967,"Rv3276c",52
"Rv2931",-1.38601566060314,8.97210198542968,-18.3622093513558,1.09748393922726e-08,1.97293061852752e-07,10.2325862462184,"Rv2931",52
"Rv2697c",-1.3582857244345,7.11580317796671,-18.3520615106198,1.10306462412363e-08,1.97382485505624e-07,10.3145798670599,"Rv2697c",52
"Rv3136",-1.31067986160417,7.84720358968639,-18.2653169734862,1.15206743726427e-08,2.05205406371429e-07,10.2181716504905,"Rv3136",52
"Rv1333",-1.23005282723735,6.78791582549266,-18.2348965571967,1.16981727536289e-08,2.07415547042652e-07,10.279831525494,"Rv1333",52
"Rv3330",-1.33844093144247,6.12795527660978,-18.1896266689878,1.1967928568722e-08,2.11233939237943e-07,10.3313853256517,"Rv3330",52
"Rv0458",1.64246067796793,7.6420580434221,18.1452550852457,1.22390078399665e-08,2.1504102915199e-07,10.1453477408443,"Rv0458",52
"Rv2594c",-1.18859084297866,6.81125052009772,-18.1222646154415,1.23821230046059e-08,2.16575601922905e-07,10.2123951870823,"Rv2594c",52
"Rv2328",-1.54787923111526,5.15094794041355,-18.1065466199706,1.24810297685984e-08,2.17326630455011e-07,10.4348530357256,"Rv2328",52
"Rv2390c",-2.75067426886094,5.70703063775149,-18.0124033691542,1.30919945825226e-08,2.26947388231854e-07,10.3704651132923,"Rv2390c",52
"Rv0104",2.13779313406109,4.14391447294656,17.992994985964,1.32220106313825e-08,2.28182521251814e-07,10.4736717496675,"Rv0104",52
"Rv2182c",1.20780790908091,8.04976393535918,17.9360921540992,1.36114851872353e-08,2.33864588416082e-07,10.0023965156037,"Rv2182c",52
"Rv1621c",-1.67042193133884,5.4080091743354,-17.8733048824831,1.40559899881475e-08,2.40437925656286e-07,10.2791497329634,"Rv1621c",52
"Rv2137c",1.40466241228232,9.80973957590899,17.8321939802064,1.43557037413254e-08,2.44487708892835e-07,9.93670120575634,"Rv2137c",52
"Rv3516",2.68752285559764,6.48803825821761,17.7922370938534,1.46537752201739e-08,2.48026637970385e-07,10.0662205945445,"Rv3516",52
"Rv0197",-2.36095747406288,4.94870479299554,-17.7793072903388,1.47516867070379e-08,2.48026637970385e-07,10.3205393342721,"Rv0197",52
"Rv1793",1.45660249713013,8.27775638448048,17.7788548639609,1.47551257716093e-08,2.48026637970385e-07,9.90896842877137,"Rv1793",52
"Rv2346c",1.73019338686484,8.148161278493,17.7540954921302,1.49446869602993e-08,2.49151356434113e-07,9.90466219081844,"Rv2346c",52
"Rv1442",1.08963351339576,8.16813969073545,17.7491859903331,1.4982593138645e-08,2.49151356434113e-07,9.88986750427622,"Rv1442",52
"Rv1425",1.35200005906802,7.98832687660303,17.7373591759202,1.50743441138604e-08,2.49151356434113e-07,9.89648252974774,"Rv1425",52
"Rv2190c",-1.33649281344166,8.89227402866823,-17.7368004450317,1.50786939897029e-08,2.49151356434113e-07,9.88785082134858,"Rv2190c",52
"Rv0171",0.99672181025352,8.84250983697861,17.6826666323153,1.5506782434453e-08,2.55139136410937e-07,9.84395697079815,"Rv0171",52
"Rv1293",-1.07790210545581,6.97095561053873,-17.6120669773446,1.60853603793291e-08,2.63303235033195e-07,9.91271284512358,"Rv1293",52
"Rv1440",1.13314967613193,6.50167819081979,17.6057121774592,1.61385964300542e-08,2.63303235033195e-07,9.93454759751902,"Rv1440",52
"Rv2593c",-1.75729056309752,5.36763853185745,-17.5922746508748,1.62518079107109e-08,2.64040879151843e-07,10.1257914352664,"Rv2593c",52
"Rv2845c",-1.35739563540381,6.55561036695179,-17.5717064188049,1.64267966485713e-08,2.64362131855533e-07,9.94201968007664,"Rv2845c",52
"Rv2342",1.39115185415877,5.95788266276575,17.5701773269692,1.64398885129013e-08,2.64362131855533e-07,9.97879022292413,"Rv2342",52
"Rv1286",1.6567964759166,5.40625325291273,17.5659867222164,1.64758269145091e-08,2.64362131855533e-07,10.0618335748954,"Rv1286",52
"Rv3080c",1.39578023078063,6.16849442204862,17.5363214030204,1.67327277089279e-08,2.6737934853402e-07,9.93435975091984,"Rv3080c",52
"Rv2633c",1.95668945983701,6.07100480797021,17.4684563675144,1.73372194957612e-08,2.75903374188692e-07,9.93021733609211,"Rv2633c",52
"Rv1592c",-1.91835667606191,6.75570842320876,-17.4319726334481,1.76721186352705e-08,2.8008504759492e-07,9.86769487866158,"Rv1592c",52
"Rv3502c",1.68606263007147,7.06670453362657,17.4171263786088,1.78104363640081e-08,2.80850833540784e-07,9.77545877949116,"Rv3502c",52
"Rv1869c",-0.993024364722743,8.18622492434796,-17.4112948763001,1.78650929396275e-08,2.80850833540784e-07,9.71669360022763,"Rv1869c",52
"Rv1480",-1.12133986179052,8.06766549265392,-17.3045177950516,1.88993135760048e-08,2.95911429901721e-07,9.66402630539469,"Rv1480",52
"Rv0808",1.75561302094582,9.52735471945251,17.2339981294982,1.96185031486727e-08,3.05938344282313e-07,9.59576185356862,"Rv0808",52
"Rv0547c",-1.31558228256238,5.84398234792306,-17.2155489228441,1.9811602690641e-08,3.07713812991037e-07,9.83049326564186,"Rv0547c",52
"Rv1893",1.77374297920918,4.7822788606607,17.1787428646957,2.02031305034109e-08,3.12293548334698e-07,9.94181540403758,"Rv1893",52
"Rv1752",-1.84577654340404,4.64505119780924,-17.1717160655176,2.02788449113811e-08,3.12293548334698e-07,9.99900027391281,"Rv1752",52
"Rv0057",-1.94799556713285,5.00437100627849,-17.1653474084154,2.0347738276765e-08,3.12293548334698e-07,9.96140818882531,"Rv0057",52
"Rv1497",-1.18813534809255,7.90927659515955,-17.1569593538154,2.04388709153156e-08,3.12457227417994e-07,9.58576175776076,"Rv1497",52
"Rv0142",1.94266950688869,6.02313604431411,17.1222074038218,2.08212628227764e-08,3.17054758983689e-07,9.73310919358576,"Rv0142",52
"Rv3544c",1.6972622073879,6.13509450408775,17.1071221837689,2.09897034387621e-08,3.18371165830911e-07,9.69038976928871,"Rv3544c",52
"Rv2127",-0.984500217500597,7.78985744302701,-17.0732646595131,2.13732544867204e-08,3.22927420902472e-07,9.53999302361517,"Rv2127",52
"Rv0940c",1.46054691683681,5.95537686904338,17.0500745322941,2.16404208355324e-08,3.25696721334776e-07,9.68157364141344,"Rv0940c",52
"Rv2094c",1.43650504569564,8.32936299200797,17.0140679260576,2.20625725925166e-08,3.27642684698516e-07,9.4708350911189,"Rv2094c",52
"Rv2364c",-1.42433007525456,6.20761488138166,-17.0126408035371,2.20794907332729e-08,3.27642684698516e-07,9.66410055143972,"Rv2364c",52
"Rv0237",-1.14131620629768,6.81787425653765,-16.9917107603791,2.23292617269613e-08,3.27642684698516e-07,9.57679484847609,"Rv0237",52
"Rv2275",-2.06958750361075,5.59322845555723,-16.9906347279502,2.23421866574792e-08,3.27642684698516e-07,9.78105045164008,"Rv2275",52
"Rv0155",-1.69822475552153,5.80033325832126,-16.9847862059607,2.24125815803447e-08,3.27642684698516e-07,9.73007183650226,"Rv0155",52
"Rv0859",1.20940923776483,8.9476554341565,16.9800333196177,2.24699692669873e-08,3.27642684698516e-07,9.44140864496358,"Rv0859",52
"Rv0869c",1.13520037996877,8.05085594091515,16.9768094356088,2.25089876088208e-08,3.27642684698516e-07,9.45435391664488,"Rv0869c",52
"Rv3571",1.64668941541962,5.97306911078009,16.97572785766,2.25220945763785e-08,3.27642684698516e-07,9.63490105151052,"Rv3571",52
"Rv3083",2.01518267950028,6.83656933735619,16.9751479037274,2.2529126143318e-08,3.27642684698516e-07,9.55769400030714,"Rv3083",52
"Rv2225",-1.50639735910863,6.33524702221451,-16.9253546736598,2.31419640205995e-08,3.35299426462641e-07,9.61133454886254,"Rv2225",52
"Rv3749c",2.27343035470968,6.45269863007995,16.9003861038035,2.34561731264089e-08,3.37621982668822e-07,9.54665332436773,"Rv3749c",52
"Rv0077c",2.22084149788113,4.41064988261991,16.8988102267953,2.34761615556482e-08,3.37621982668822e-07,9.83595328625566,"Rv0077c",52
"Rv2932",-3.6110098576258,4.69297446084869,-16.8804971225694,2.37098280888401e-08,3.39724215752643e-07,9.9420349904594,"Rv2932",52
"Rv3250c",-3.72451968098589,6.23161138600291,-16.8467901697594,2.41466492098123e-08,3.44711172359196e-07,9.70320955711,"Rv3250c",52
"Rv3169",1.82012909557968,4.66516232867682,16.8259180438713,2.44215854830797e-08,3.46975545693397e-07,9.75813313756801,"Rv3169",52
"Rv1174c",0.999810922045127,9.03263533899107,16.8206559504347,2.4491443766352e-08,3.46975545693397e-07,9.34765572502388,"Rv1174c",52
"Rv3740c",-1.96622416598992,4.85051947284221,-16.8145082170544,2.45733389301273e-08,3.46975545693397e-07,9.77820093228273,"Rv3740c",52
"Rv3396c",-1.09467163474843,7.246311063918,-16.8030804871635,2.47263738017122e-08,3.4787141113061e-07,9.42204347727824,"Rv3396c",52
"Rv2359",1.97855135118847,5.53041675342936,16.7569963969012,2.53542668877436e-08,3.55417394675482e-07,9.58607927287845,"Rv2359",52
"Rv1835c",-1.58417090062668,5.52552518739855,-16.7284153177936,2.57525078722157e-08,3.59701395927387e-07,9.60947720436947,"Rv1835c",52
"Rv0860",0.973003841635656,9.1515003375707,16.7163041688038,2.59233385080364e-08,3.60789689701453e-07,9.28621760739967,"Rv0860",52
"Rv2461c",1.93706760365912,8.55345223107993,16.6909951902721,2.62843775580239e-08,3.64507993063596e-07,9.27924252379294,"Rv2461c",52
"Rv1628c",1.4121627195196,6.79883687916943,16.6820168421214,2.64137858850932e-08,3.64999041252017e-07,9.3657823553515,"Rv1628c",52
"Rv1732c",1.14701448729393,7.15385733750856,16.6396029154874,2.70346907260099e-08,3.7225426981949e-07,9.31221885388301,"Rv1732c",52
"Rv2624c",4.50016845185413,3.67398283779731,16.5879400874868,2.78128371703704e-08,3.79585815284771e-07,9.80865053923506,"Rv2624c",52
"Rv2245",-1.63238505703488,9.78391750212888,-16.5859703078038,2.78429910081456e-08,3.79585815284771e-07,9.22129660114239,"Rv2245",52
"Rv1352",1.30813159837079,6.0808619130202,16.5811820304397,2.79164415293693e-08,3.79585815284771e-07,9.39555471691894,"Rv1352",52
"Rv1989c",1.78538013825339,5.20195092946157,16.5784684334335,2.79581620323061e-08,3.79585815284771e-07,9.53435677298927,"Rv1989c",52
"Rv3264c",-0.969517214238151,7.87819122696679,-16.5482402966782,2.84275870473727e-08,3.8320053524662e-07,9.2246365398301,"Rv3264c",52
"Rv1074c",1.05387662735879,8.83264644948069,16.5425602763632,2.85167610247064e-08,3.8320053524662e-07,9.18121750661423,"Rv1074c",52
"Rv0952",-1.31630115465694,7.10359345374224,-16.5423249507143,2.85204621906446e-08,3.8320053524662e-07,9.28758370890956,"Rv0952",52
"Rv0015c",-0.931508309758189,7.79758396908499,-16.4987560228839,2.92149260771003e-08,3.91177786059933e-07,9.19840695136065,"Rv0015c",52
"Rv0397A",1.68773010835239,6.03096663767246,16.4706213237957,2.96732784393255e-08,3.95949622611343e-07,9.34283561082276,"Rv0397A",52
"Rv1087",1.35635525239967,6.61617176460697,16.445599522258,3.00875872279744e-08,4.00103086322687e-07,9.25405702906992,"Rv1087",52
"Rv1264",-0.990085521286625,7.95624069060243,-16.4043143936656,3.07852020554369e-08,4.07982728946285e-07,9.13583370729838,"Rv1264",52
"Rv3519",0.887827578942188,8.29541161067193,16.3691957920346,3.13926739407807e-08,4.14278650763667e-07,9.08105287893591,"Rv3519",52
"Rv3729",1.50235390542697,6.17870058933089,16.3645708762156,3.14736548996348e-08,4.14278650763667e-07,9.24902726081895,"Rv3729",52
"Rv2485c",2.45811966722222,5.97437545944446,16.3415296116945,3.18805491647343e-08,4.1821679867116e-07,9.27759775463518,"Rv2485c",52
"Rv0410c",-1.04410953875735,7.12724802429428,-16.3307843199662,3.20722851008173e-08,4.19315431132908e-07,9.15047478077143,"Rv0410c",52
"Rv1185c",1.18908378130684,9.3141710721187,16.3158633520085,3.23406430561685e-08,4.20167387573556e-07,9.04767357447342,"Rv1185c",52
"Rv3580c",-1.05013324763443,6.77730997096488,-16.3151318588326,3.23538627052519e-08,4.20167387573556e-07,9.17602126744336,"Rv3580c",52
"Rv0551c",1.34419618950133,7.00841337720872,16.1992336051326,3.45256594996774e-08,4.46877119457491e-07,9.05739022907582,"Rv0551c",52
"Rv1464",1.18557828297408,7.65483229273817,16.1867843374509,3.47683472378212e-08,4.48523230313819e-07,9.0028853184912,"Rv1464",52
"Rv2884",1.30047455968703,6.42239748674325,16.150054493085,3.54953958436684e-08,4.56386165764783e-07,9.09464812786073,"Rv2884",52
"Rv0172",1.01629949806434,8.10080037782776,16.1353620939363,3.57909058165812e-08,4.58666954738564e-07,8.94500855895434,"Rv0172",52
"Rv2992c",-1.09554779418369,6.75493627633972,-16.1190989923543,3.61211750808205e-08,4.6137671986456e-07,9.05989321737609,"Rv2992c",52
"Rv2925c",1.02931318669436,8.04700815588435,16.0758129739638,3.70167171475487e-08,4.71265287488301e-07,8.91115903625323,"Rv2925c",52
"Rv2169c",1.70593527055638,7.3611477848153,16.0519168532953,3.75215723830334e-08,4.76131586808231e-07,8.95098404287413,"Rv2169c",52
"Rv1336",-1.03735410058462,6.77491054183057,-16.0423942413655,3.77248692212522e-08,4.77152010378248e-07,9.00904822559337,"Rv1336",52
"Rv1162",1.12279678770975,8.92349473036948,16.0129965453287,3.83601787422778e-08,4.83544874003536e-07,8.85854344847136,"Rv1162",52
"Rv0444c",-1.09775661627108,6.24860546539731,-16.0075413630001,3.84793628810437e-08,4.83544874003536e-07,9.05228013478557,"Rv0444c",52
"Rv1791",1.16138268207901,7.33611301781778,15.9871824175756,3.89277818253338e-08,4.87601860734745e-07,8.90199295724916,"Rv1791",52
"Rv0179c",-1.07570284238592,7.57156376810002,-15.9647664885456,3.94281836135607e-08,4.90279621317287e-07,8.89102604426921,"Rv0179c",52
"Rv0951",-0.906289695256367,8.27293545207621,-15.9616967487523,3.94972614102213e-08,4.90279621317287e-07,8.84892027889587,"Rv0951",52
"Rv0526",-1.45231341050195,6.4802257124482,-15.9606720099519,3.95203506238245e-08,4.90279621317287e-07,8.99581453606381,"Rv0526",52
"Rv3190A",1.10274708154199,6.55151915085012,15.901771827081,4.0872829157317e-08,5.04270757402414e-07,8.92262278279873,"Rv3190A",52
"Rv0527",-1.62039144130782,6.80000678972921,-15.9002741711235,4.09078775641928e-08,5.04270757402414e-07,8.93026262394485,"Rv0527",52
"Rv3171c",0.978458026209632,8.88613703249251,15.8923632978157,4.10935599291593e-08,5.0495662406622e-07,8.78322829784941,"Rv3171c",52
"Rv0563",1.05114126126965,7.9816777490235,15.885665578755,4.12514940507789e-08,5.05298269398027e-07,8.79659940575557,"Rv0563",52
"Rv2981c",-1.07030384995555,6.67315933762105,-15.8570774862817,4.19331760283167e-08,5.120330896791e-07,8.90863048773383,"Rv2981c",52
"Rv3914",2.07747274787304,6.10288457819953,15.8355100026044,4.24556728793385e-08,5.15364384196158e-07,8.93642985009522,"Rv3914",52
"Rv1829",1.26919792095408,7.86163282762138,15.8348637132214,4.24714403664102e-08,5.15364384196158e-07,8.77515923961786,"Rv1829",52
"Rv2111c",1.4839940697764,7.54672035694245,15.8284643862645,4.26279133796967e-08,5.15651674932593e-07,8.79318748669833,"Rv2111c",52
"Rv3573c",1.44160305985276,5.06864400461358,15.8080396204557,4.31315967529852e-08,5.20124193142365e-07,9.06956021380017,"Rv3573c",52
"Rv2165c",-1.36487844396534,5.94970093881524,-15.7947661092903,4.34624437449582e-08,5.22491235485054e-07,8.97702455159926,"Rv2165c",52
"Rv2583c",0.920370032193093,9.11321644113075,15.7837904650336,4.37381297380226e-08,5.23421200324202e-07,8.71612290377527,"Rv2583c",52
"Rv2124c",0.906023729667622,9.28914029915262,15.7809655545513,4.38093974003002e-08,5.23421200324202e-07,8.7161806944506,"Rv2124c",52
"Rv1222",1.38978244680421,8.42058643617929,15.746754890471,4.46827149491435e-08,5.32217736648847e-07,8.69941301961201,"Rv1222",52
"Rv2244",-1.58669698948265,8.6937820351545,-15.6675239967169,4.67799359912327e-08,5.54179977817591e-07,8.66631356824964,"Rv2244",52
"Rv3535c",1.30170322010959,5.31383035872819,15.6643728306965,4.68655615156368e-08,5.54179977817591e-07,8.93569155858167,"Rv3535c",52
"Rv2010",-1.96588999086234,6.80665969056237,-15.6610980547292,4.69547289987091e-08,5.54179977817591e-07,8.7897176081147,"Rv2010",52
"Rv3211",-0.993198993626534,8.97203407248263,-15.6453524649625,4.73860790247363e-08,5.57576196524398e-07,8.6351702461698,"Rv3211",52
"Rv3543c",1.38409759683932,5.95152918233293,15.6260865135372,4.79198233622795e-08,5.6215309400523e-07,8.82078743793843,"Rv3543c",52
"Rv2348c",1.48728922727709,7.44366219596845,15.6173245071587,4.81647561775523e-08,5.63324542883843e-07,8.66706097250153,"Rv2348c",52
"Rv1284",2.17716796541447,4.9012879088309,15.6091787694395,4.83937004435423e-08,5.6430251898581e-07,8.99189798074598,"Rv1284",52
"Rv3617",1.76740602278753,5.98124007726592,15.5997931511871,4.86589817090992e-08,5.64913524383009e-07,8.8158274663208,"Rv3617",52
"Rv1215c",1.58087898934213,7.00812301263331,15.5970412516965,4.87370668731156e-08,5.64913524383009e-07,8.68177657263369,"Rv1215c",52
"Rv2630",1.56361513705583,5.64049946680241,15.560452235627,4.97885177154472e-08,5.74638681066041e-07,8.83071027284794,"Rv2630",52
"Rv0870c",1.29623841307235,7.07246910179752,15.5550131338537,4.99469443900274e-08,5.74638681066041e-07,8.65658084099349,"Rv0870c",52
"Rv0196",-2.62518832505513,2.95692831722194,-15.5525095070118,5.00200551636162e-08,5.74638681066041e-07,9.23086024521004,"Rv0196",52
"Rv1728c",-1.37183955924228,5.83420117587781,-15.53564834995,5.05155177291766e-08,5.7845376850704e-07,8.83489513710972,"Rv1728c",52
"Rv2399c",-1.80666162144531,4.29465256874805,-15.5311003348599,5.06500853186695e-08,5.7845376850704e-07,9.08499863387762,"Rv2399c",52
"Rv2793c",-1.09441387725724,6.54672444990507,-15.5124090770961,5.12072908919884e-08,5.81891419376129e-07,8.70073537675236,"Rv2793c",52
